0,1,2,3,4,5,6,7,8,chain_break_fraction,energy,num_occurrences
1,0,0,0,0,1,1,1,0,0.0,-5.663957417835244,441
0,1,1,1,1,0,0,0,1,0.0,-5.662045422789407,638
0,0,1,1,1,0,0,0,1,0.0,-5.634887299538291,284
1,1,0,0,0,1,1,1,0,0.0,-5.627121765936182,484
1,1,1,0,1,0,1,0,1,0.0,-5.2703224713520544,65
0,0,0,1,0,1,0,1,0,0.0,-5.259999999999999,24
1,1,1,0,1,0,0,0,1,0.0,-5.210322471352055,30
0,0,0,1,0,1,1,1,0,0.0,-5.203707480300704,13
1,1,1,0,0,1,1,1,0,0.0,-5.18613934053017,5
0,0,0,1,1,0,0,0,1,0.0,-5.184887299538291,5
1,0,1,0,1,0,0,0,1,0.0,-5.01,2
0,1,0,1,0,1,1,1,0,0.0,-4.993707480300705,2
0,1,1,1,0,0,0,0,1,0.0,-4.965802911596027,1
1,1,1,1,1,0,0,0,1,0.0,-4.7827355550494985,1
0,0,0,1,0,1,0,0,1,0.0,-4.606446557210996,1
1,1,1,0,0,0,1,1,1,0.0,-4.424850020464966,1
0,1,0,1,1,0,0,0,1,0.0,-4.2962425111933795,1
1,1,0,0,1,0,1,0,1,0.0,-3.904519559756027,1
1,0,0,0,1,1,1,0,1,0.0,-3.834567309900879,1
