0,1,2,3,chain_break_fraction,energy,num_occurrences
0,0,0,1,0.0,-1.31,744
1,1,1,0,0.0,-1.3089672596969655,1190
1,0,1,1,0.0,-0.8871581232511159,21
0,1,0,0,0.0,-0.88,27
1,0,0,1,0.0,-0.77,7
0,1,1,0,0.0,-0.76,9
1,1,0,0,0.0,-0.5131643481009381,1
0,0,0,0,0.0,0.0,1
