problem_formulation_time,connection_time,embedding_time,response_time,sample_fetch_time,qpu_access_time,n,annealer_tte,gurobi_tte
0.0543017387390136,3.044366836547852,0.100144624710083,0.0618901252746582,0.0134997367858886,0.19448117,4,4.2937,0.065
0.0069811344146728,2.2266571521759038,0.1120846271514892,0.0708701610565185,0.0019798278808593,0.21332117,9,3.4157,0.019
0.0092966556549072,2.659330368041992,0.1899745464324951,0.1228148937225341,0.0027804374694824,0.21000237,16,4.4452,0.152
0.0194489955902099,3.4308438301086426,0.0937232971191406,0.1160378456115722,0.0020246505737304,0.18932277,25,4.8481,0.075
0.0152366161346435,2.3420965671539307,0.1014478206634521,0.1308522224426269,0.0020937919616699,0.26028117,36,3.7574,0.085
0.0200159549713134,2.094459295272827,0.0971810817718505,0.1852550506591797,0.0022323131561279,0.20564117,49,3.6315,0.1826
0.0337896347045898,4.148182153701782,0.1659882068634033,0.4012908935546875,0.003162145614624,0.28384237,64,7.5712,0.3231
0.0368540287017822,2.1591079235076904,0.1216216087341308,0.3484854698181152,0.0021898746490478,0.22696237,81,4.1543,0.3904
0.0408930778503418,2.1024177074432373,0.0986561775207519,1.0594816207885742,0.0022635459899902,0.27972197,100,4.6818,0.5196
0.0484969615936279,3.462910890579224,0.1588044166564941,1.3102498054504397,0.0034976005554199,0.28312196999999995,121,6.6864,0.7933
0.10323166847229,2.160551786422729,0.1043357849121093,0.6381585597991943,0.0023989677429199,0.32180237,144,5.9404,1.0081
0.1215369701385498,2.8809587955474854,0.10722017288208,0.6861164569854736,0.0033318996429443,0.28828117,169,5.5962,1.2998
0.2366578578948974,3.274965763092041,0.1600878238677978,1.3765804767608645,0.0023975372314453,0.27171917,196,6.5699,1.9119
0.1520311832427978,2.1886544227600098,0.090886116027832,1.5990228652954102,0.0025107860565185,0.33072317,225,7.188,2.7099
0.1181766986846923,3.492248773574829,0.1636583805084228,4.434009552001953,0.0025737285614013,0.34336357,256,11.0195,3.3085
0.1391346454620361,2.0820119380950928,0.0972077846527099,2.5312907695770264,0.0037102699279785,0.43564316999999997,289,6.9493,4.2325
0.3145525455474853,3.522554636001587,0.1616895198822021,2.697448492050171,0.0026397705078125,0.32588437,324,9.753,5.3227
0.1900320053100586,2.0726981163024902,0.1210441589355468,3.28187108039856,0.0089542865753173,0.43976396999999995,361,7.9583,7.0763
0.4125287532806396,4.381016254425049,0.1041147708892822,3.65982437133789,0.0028703212738037,0.41508037,400,10.3522,8.4187
0.2591948509216308,2.0706088542938232,0.0981249809265136,3.921652555465698,0.004969835281372,0.27264357,441,9.2373,11.1444
0.5896472930908203,3.3683419227600098,0.1621944904327392,4.244981288909912,0.0029568672180175,0.35824237,484,10.1363,17.2058
0.30633544921875,2.0470669269561768,0.1087284088134765,6.106312036514282,0.0032131671905517,0.44624157000000003,529,10.6695,19.3784
0.3769149780273437,2.055043458938598,0.0995793342590332,12.803887128829956,0.0028460025787353,0.41572477,576,19.0245,25.5423
0.4209115505218506,3.888832092285156,0.1157183647155761,9.22543454170227,0.0032641887664794,0.42636037,625,15.7001,32.1159
0.4812211990356445,2.0814125537872314,0.1014389991760253,4.841561317443848,0.0053856372833251,0.47575797,676,10.1959,32.2621
0.973863124847412,2.874827146530152,0.1000347137451171,35.54159450531006,0.0035533905029296,0.41272597,729,18.4166,37.5784
0.5931806564331055,2.061575412750244,0.1110258102416992,11.864743947982788,0.0040071010589599,0.51144237,784,16.8943,36.7789
0.6500396728515625,2.054798126220703,0.0966923236846923,16.47347903251648,0.0058698654174804,0.42224596999999997,841,23.9607,40.2298
1.7884395122528076,6.444055080413818,0.1022171974182128,48.927860498428345,0.0036807060241699,0.5276091700000001,900,59.7985,55.3032
0.8262743949890137,2.0873618125915527,0.0961279869079589,10.538846492767334,0.0061075687408447,0.40345197,961,17.161,41.8215
0.9211702346801758,2.027429580688477,0.0968003273010253,86.40009450912476,0.0039370059967041,0.53300117,1024,91.8513,66.9245
1.2544381618499756,3.6259102821350098,0.1739885807037353,25.646772146224976,0.0194282531738281,0.41772837,1089,37.5092,53.6485
3.8959109783172607,3.8109707832336426,0.0970737934112548,36.05189108848572,0.0045344829559326,0.56172917,1156,46.6689,61.133
2.4267654418945312,3.219433546066284,0.1689560413360595,34.52181077003479,0.0042750835418701,0.42188637,1225,44.5413,66.1721
1.3218276500701904,5.132276773452759,0.1623363494873047,17.09972310066223,0.0100226402282714,0.54508517,1296,27.2483,72.8896
1.480807542800903,2.037024736404419,0.1066229343414306,176.75716495513916,0.0079891681671142,0.43000877000000004,1369,185.4937,83.1862
2.446871757507324,2.0525383949279785,0.1016402244567871,49.06923007965088,0.0051038265228271,0.52192637,1444,56.5088,89.5664
1.2332229614257812,1.779188632965088,0.0760211944580078,126.57574486732484,0.0052599906921386,0.55977077,1521,132.8244,108.2276
1.8796095848083496,2.1597888469696045,0.0998499393463134,51.377378702163696,0.0049026012420654,0.5602951700000001,1600,58.6997,111.497
1.4066414833068848,1.647434949874878,0.0748426914215087,29.04000473022461,0.0065910816192626,0.43880437,1681,37.6683,127.4244
2.51383638381958,2.2024893760681152,3.194996118545532,31.53135991096497,0.0059955120086669,0.56032637,1764,42.4327,155.2757
4.068697214126587,3.4851794242858887,0.1749985218048095,50.2019419670105,0.0053796768188476,0.44268877,1849,63.1237,157.3232
1.7752797603607178,2.068687915802002,0.0840916633605957,31.811012268066406,0.0041830539703369,0.5598431700000001,1936,39.2821,184.2748
