qpu_sampling_time,qpu_anneal_time_per_sample,qpu_readout_time_per_sample,qpu_access_time,qpu_access_overhead_time,qpu_programming_time,qpu_delay_time_per_sample,post_processing_overhead_time,total_post_processing_time,problem_formulation_time,connection_time,embedding_time,response_time,sample_fetch_time,Height,Width
364320.0,20.0,141.62,380079.17,5334.83,15759.17,20.54,1685.0,1685.0,0.16237521171569824,2.18261981010437,0.14722847938537598,1.191462755203247,0.002917766571044922,15,15
397280.0,20.0,158.1,413041.57,5819.43,15761.57,20.54,4538.0,2097.0,0.1294083595275879,3.5246708393096924,0.21084189414978027,2.934077024459839,0.0026366710662841797,16,16
313960.0,20.0,116.44,329881.97,1125.03,15921.97,20.54,3420.0,3420.0,0.17171502113342285,3.337399959564209,0.13507604598999023,2.4361624717712402,0.004155158996582031,17,17
433760.0,20.0,176.34,449523.97,4395.03,15763.97,20.54,6477.0,2947.0,0.294111967086792,3.537752151489258,0.22465777397155762,2.0262105464935303,0.0029010772705078125,18,18
329680.0,20.0,124.3,345603.17,1649.83,15923.17,20.54,3401.0,3401.0,0.5473957061767578,2.2747161388397217,0.11671185493469238,4.391265630722046,0.0045623779296875,19,19
227760.0,20.0,73.34,243680.77,2346.23,15920.77,20.54,3637.0,3637.0,0.3885672092437744,2.4779813289642334,0.10834646224975586,15.965160369873047,0.002861499786376953,20,20
475560.0,20.0,197.24,491322.77,3971.23,15762.77,20.54,4564.0,2847.0,0.23816967010498047,3.5677478313446045,0.11787176132202148,5.970216989517212,0.004747152328491211,21,21
388440.0,20.0,153.68,404361.97,1645.03,15921.97,20.54,6285.0,3138.0,0.5286500453948975,2.1815106868743896,0.10283923149108887,6.753046274185181,0.006078958511352539,22,22
434880.0,20.0,176.9,450639.57,5546.43,15759.57,20.54,7694.0,3727.0,0.6199262142181396,3.083871841430664,0.09818196296691895,5.914909601211548,0.0030913352966308594,23,23
364560.0,20.0,141.74,380482.37,2621.63,15922.37,20.54,6088.0,3040.0,0.36669445037841797,2.904468297958374,0.17435002326965332,7.272419214248657,0.003229379653930664,24,24
439000.0,20.0,178.96,454761.57,6395.43,15761.57,20.54,4431.0,1377.0,0.2843649387359619,2.676309585571289,0.08433818817138672,4.502869606018066,0.0024971961975097656,25,25
317400.0,20.0,118.16,333327.17,2061.83,15927.17,20.54,7592.0,1399.0,0.46486711502075195,5.704835891723633,0.18826699256896973,12.213210582733154,0.005673408508300781,26,26
323640.0,20.0,121.28,339401.17,5362.83,15761.17,20.54,5448.0,1090.0,0.9392702579498291,2.5123965740203857,0.12354874610900879,22.631144762039185,0.003627300262451172,27,27
404280.0,20.0,161.6,420203.57,5025.43,15923.57,20.54,6170.0,1421.0,0.573249340057373,3.4156417846679688,0.15506649017333984,15.834877490997314,0.0035200119018554688,28,28
519760.0,20.0,219.34,535522.37,8152.63,15762.37,20.54,7979.0,2806.0,0.6468865871429443,2.104262113571167,0.12797284126281738,9.885393619537354,0.003644704818725586,29,29
382240.0,20.0,150.58,398167.57,1683.43,15927.57,20.54,3675.0,850.0,0.7239100933074951,2.2124125957489014,0.12670540809631348,8.69329309463501,0.0036592483520507812,30,30
473440.0,20.0,196.18,489207.57,8819.43,15767.57,20.54,8994.0,1925.0,0.8268039226531982,4.445190668106079,0.1295313835144043,30.596295595169067,0.004006862640380859,31,31
376680.0,20.0,147.8,392602.77,1512.23,15922.77,20.54,9738.0,1363.0,0.894385814666748,2.0755531787872314,0.12971806526184082,49.091007709503174,0.007037639617919922,32,32
538640.0,20.0,228.78,554402.37,7205.63,15762.37,20.54,21766.0,3258.0,1.9887254238128662,2.819796085357666,0.11656785011291504,24.49085521697998,0.007231712341308594,33,33
409040.0,20.0,163.98,424965.57,2951.43,15925.57,20.54,8506.0,1504.0,2.1485536098480225,2.949549436569214,0.11161661148071289,22.470022678375244,0.007333040237426758,34,34
530400.0,20.0,224.66,546170.77,8683.23,15770.77,20.54,13613.0,2020.0,2.447183609008789,3.1424636840820312,0.11378359794616699,26.79032015800476,0.007760047912597656,35,35
415400.0,20.0,167.16,431323.57,1755.43,15923.57,20.54,12257.0,2854.0,1.9527559280395508,2.2077887058258057,0.09841251373291016,74.004319190979,0.004855155944824219,36,36
538720.0,20.0,228.82,554486.77,9975.23,15766.77,20.54,12424.0,1824.0,0.9880361557006836,1.7038660049438477,0.09295487403869629,12.453875303268433,0.003234386444091797,37,37
418600.0,20.0,168.76,434528.37,3104.63,15928.37,20.54,10230.0,579.0,1.07649564743042,1.828603744506836,0.10858583450317383,26.46283483505249,0.005286216735839844,38,38
535360.0,20.0,227.14,551128.77,12550.23,15768.77,20.54,14105.0,2902.0,1.7849845886230469,2.094237804412842,0.1295015811920166,49.697943687438965,0.008887290954589844,39,39
542280.0,20.0,230.6,558043.97,7984.03,15763.97,20.54,13962.0,1448.0,2.204425811767578,2.9465560913085938,0.08906316757202148,86.51310682296753,0.0035278797149658203,40,40
539480.0,20.0,229.2,555248.77,11042.23,15768.77,20.54,13844.0,2006.0,2.1334187984466553,3.1977028846740723,0.18919920921325684,46.26358938217163,0.014494180679321289,41,41
420840.0,20.0,169.88,436764.37,2773.63,15924.37,20.54,12980.0,1554.0,4.145998477935791,2.1148483753204346,0.1027994155883789,54.42286396026611,0.009660720825195312,42,42
416440.0,20.0,167.68,432366.37,2657.63,15926.37,20.54,11404.0,1292.0,1.6196753978729248,1.6482741832733154,0.07331442832946777,20.46735644340515,0.003786802291870117,43,43
425840.0,20.0,172.38,441765.57,2696.43,15925.57,20.54,17153.0,3067.0,2.6169865131378174,2.2547833919525146,0.10305500030517578,80.7465488910675,0.005737781524658203,44,44
