qpu_sampling_time,qpu_anneal_time_per_sample,qpu_readout_time_per_sample,qpu_access_time,qpu_access_overhead_time,qpu_programming_time,qpu_delay_time_per_sample,post_processing_overhead_time,total_post_processing_time,problem_formulation_time,connection_time,embedding_time,response_time,sample_fetch_time,Height,Width
220960.0,20.0,69.94,236719.97,822.03,15759.97,20.54,459.0,459.0,0.045300960540771484,7.683815956115723,0.28122448921203613,0.14676618576049805,0.005193471908569336,2,2
202040.0,20.0,60.48,217961.97,1534.03,15921.97,20.54,1827.0,1827.0,0.007364749908447266,2.3117988109588623,0.1201472282409668,0.0670170783996582,0.002057313919067383,3,3
192600.0,20.0,55.76,208521.97,3707.03,15921.97,20.54,1828.0,1828.0,0.010319709777832031,2.590663194656372,0.18624186515808105,0.13927340507507324,0.0027353763580322266,4,4
163960.0,20.0,41.44,179881.97,1754.03,15921.97,20.54,2035.0,2035.0,0.021285533905029297,3.5922977924346924,0.18082499504089355,0.133681058883667,0.0021257400512695312,5,5
188880.0,20.0,53.9,204640.77,2969.23,15760.77,20.54,1329.0,1329.0,0.02030777931213379,2.144899606704712,0.12253999710083008,0.13434219360351562,0.002218484878540039,6,6
306880.0,20.0,112.9,322638.37,1226.63,15758.37,20.54,1052.0,1052.0,0.02337193489074707,2.5204498767852783,0.11833357810974121,0.20751333236694336,0.00213623046875,7,7
313960.0,20.0,116.44,329719.17,2273.83,15759.17,20.54,1222.0,1222.0,0.02687382698059082,3.474212169647217,0.21928119659423828,0.3322024345397949,0.0023283958435058594,8,8
221440.0,20.0,70.18,237361.57,1030.43,15921.57,20.54,2547.0,2547.0,0.03753542900085449,2.3853957653045654,0.11907649040222168,0.3382234573364258,0.002364635467529297,9,9
214520.0,20.0,66.72,230443.57,655.43,15923.57,20.54,2534.0,2534.0,0.04076576232910156,2.1862616539001465,0.11527109146118164,0.39208412170410156,0.0023615360260009766,10,10
246240.0,20.0,82.58,261999.57,4088.43,15759.57,20.54,3013.0,3013.0,0.09742593765258789,4.343574047088623,0.1799004077911377,0.6943118572235107,0.0028684139251708984,11,11
352720.0,20.0,135.82,368479.57,4343.43,15759.57,20.54,1461.0,1461.0,0.06797361373901367,2.197714328765869,0.13457059860229492,0.7940187454223633,0.0024170875549316406,12,12
254640.0,20.0,86.78,270561.57,2694.43,15921.57,20.54,2788.0,2788.0,0.06820392608642578,2.239135503768921,0.11300516128540039,1.766463041305542,0.003717660903930664,13,13
260160.0,20.0,89.54,276081.17,1178.83,15921.17,20.54,2914.0,2914.0,0.25403642654418945,4.625558853149414,0.11598062515258789,1.4625718593597412,0.002574443817138672,14,14
