qpu_sampling_time,qpu_anneal_time_per_sample,qpu_readout_time_per_sample,qpu_access_time,qpu_access_overhead_time,qpu_programming_time,qpu_delay_time_per_sample,post_processing_overhead_time,total_post_processing_time,problem_formulation_time,connection_time,embedding_time,response_time,sample_fetch_time,Height,Width
156960.0,20.0,37.94,172723.57,1205.43,15763.57,20.54,237.0,237.0,0.01848578453063965,6.281801223754883,0.18853497505187988,0.0922999382019043,0.010276317596435547,2,2
191920.0,20.0,55.42,207843.97,594.03,15923.97,20.54,627.0,627.0,0.023238182067871094,2.8277828693389893,0.10725140571594238,0.06756067276000977,0.0019178390502929688,3,3
169920.0,20.0,44.42,185843.97,1343.03,15923.97,20.54,281.0,281.0,0.009200572967529297,2.3010456562042236,0.1050112247467041,0.09103107452392578,0.0019881725311279297,4,4
208320.0,20.0,63.62,224083.57,1505.43,15763.57,20.54,909.0,909.0,0.012969255447387695,2.320079803466797,0.11850929260253906,0.11765789985656738,0.002823352813720703,5,5
237360.0,20.0,78.14,253123.97,2408.03,15763.97,20.54,522.0,522.0,0.03835248947143555,3.9587016105651855,0.2050490379333496,0.2416095733642578,0.0023245811462402344,6,6
171720.0,20.0,45.32,187643.57,1644.43,15923.57,20.54,993.0,993.0,0.025324106216430664,2.555699586868286,0.11281538009643555,0.18100380897521973,0.0020630359649658203,7,7
214280.0,20.0,66.6,230203.57,3989.43,15923.57,20.54,2401.0,2401.0,0.026505470275878906,2.24849796295166,0.10630249977111816,0.21740198135375977,0.003293275833129883,8,8
316720.0,20.0,117.82,332482.77,121848.23,15762.77,20.54,1305.0,1305.0,0.06019926071166992,3.5144948959350586,0.19962072372436523,0.43744826316833496,0.002195119857788086,9,9
274280.0,20.0,96.6,290043.97,4050.03,15763.97,20.54,1294.0,1294.0,0.03974604606628418,2.119325637817383,0.12133359909057617,0.5279290676116943,0.002200603485107422,10,10
239920.0,20.0,79.42,255843.97,842.03,15923.97,20.54,2798.0,2798.0,0.04790067672729492,2.7488412857055664,0.1040792465209961,1.2167599201202393,0.003513813018798828,11,11
298240.0,20.0,108.58,314002.37,2645.63,15762.37,20.54,1306.0,1306.0,0.10570907592773438,3.5082688331604004,0.19178509712219238,1.502746820449829,0.002338886260986328,12,12
258960.0,20.0,88.94,274725.97,2774.03,15765.97,20.54,1434.0,1434.0,0.08107852935791016,2.174333095550537,0.10326075553894043,1.7064111232757568,0.002391815185546875,13,13
202280.0,20.0,60.6,218202.37,1700.63,15922.37,20.54,2928.0,2928.0,0.08452105522155762,2.2246572971343994,0.1752490997314453,7.667765855789185,0.002376556396484375,14,14
337480.0,20.0,128.2,353405.57,2180.43,15925.57,20.54,3383.0,3383.0,0.09816503524780273,2.222839593887329,0.11508965492248535,1.867673397064209,0.0038988590240478516,15,15
357040.0,20.0,137.98,372804.37,2840.63,15764.37,20.54,4387.0,4387.0,0.3109426498413086,3.5493693351745605,0.19875097274780273,2.8092563152313232,0.002467632293701172,16,16
341720.0,20.0,130.32,357644.77,1375.23,15924.77,20.54,3743.0,541.0,0.1577610969543457,5.195564031600952,0.18273448944091797,3.668429136276245,0.004193544387817383,17,17
368160.0,20.0,143.54,383924.77,4100.23,15764.77,20.54,5844.0,2077.0,0.26494288444519043,2.2133002281188965,0.11153936386108398,2.1601004600524902,0.0029981136322021484,18,18
246600.0,20.0,82.76,262525.97,1721.03,15925.97,20.54,3003.0,655.0,0.2524223327636719,2.0782811641693115,0.11013603210449219,5.623997211456299,0.004629373550415039,19,19
293240.0,20.0,106.08,309163.57,1470.43,15923.57,20.54,2523.0,1280.0,0.2400209903717041,2.109025001525879,0.11108946800231934,2.6448915004730225,0.002870798110961914,20,20
276920.0,20.0,97.92,292685.17,4587.83,15765.17,20.54,3020.0,3020.0,0.24949216842651367,4.237168550491333,0.16979217529296875,10.190939664840698,0.002885580062866211,21,21
369120.0,20.0,144.02,385043.57,1414.43,15923.57,20.54,2442.0,1135.0,0.28911304473876953,2.2981390953063965,0.18395209312438965,6.2585203647613525,0.004723310470581055,22,22
434120.0,20.0,176.52,449885.57,7330.43,15765.57,20.54,7627.0,1228.0,0.33727526664733887,2.157348871231079,0.11895942687988281,3.450103998184204,0.004990577697753906,23,23
393840.0,20.0,156.38,409765.17,1723.83,15925.17,20.54,3250.0,882.0,0.7384731769561768,3.176131010055542,0.11736941337585449,8.86437177658081,0.005263090133666992,24,24
505400.0,20.0,212.16,521169.57,6878.43,15769.57,20.54,4054.0,1299.0,0.75473952293396,2.3147778511047363,0.10807204246520996,7.019730806350708,0.005218505859375,25,25
347080.0,20.0,133.0,363003.97,2992.03,15923.97,20.54,4300.0,1549.0,0.8381037712097168,2.24558687210083,0.10679769515991211,7.346580743789673,0.00568842887878418,26,26
521720.0,20.0,220.32,537485.57,6782.43,15765.57,20.54,7331.0,1531.0,0.9873499870300293,2.6324591636657715,0.11928534507751465,7.05936598777771,0.005963325500488281,27,27
402240.0,20.0,160.58,418164.77,1870.23,15924.77,20.54,8388.0,1805.0,1.2118873596191406,3.252920389175415,0.1729271411895752,50.99895668029785,0.003755331039428711,28,28
