qpu_sampling_time,qpu_anneal_time_per_sample,qpu_readout_time_per_sample,qpu_access_time,qpu_access_overhead_time,qpu_programming_time,qpu_delay_time_per_sample,post_processing_overhead_time,total_post_processing_time,problem_formulation_time,connection_time,embedding_time,response_time,sample_fetch_time,Height,Width
150360.0,20.0,34.64,166286.37,1317.63,15926.37,20.54,3425.0,3425.0,0.02487039566040039,2.370636224746704,0.11743044853210449,0.06430387496948242,0.010226011276245117,2,2
220680.0,20.0,69.8,236606.37,1439.63,15926.37,20.54,1816.0,1816.0,0.007662057876586914,2.11824893951416,0.10503435134887695,0.07062482833862305,0.0035927295684814453,3,3
219720.0,20.0,69.32,235481.97,3267.03,15761.97,20.54,387.0,387.0,0.014698505401611328,3.2496044635772705,0.151839017868042,0.08817410469055176,0.00249481201171875,4,4
234920.0,20.0,76.92,250682.77,1732.23,15762.77,20.54,419.0,419.0,0.01891016960144043,2.210869073867798,0.12512707710266113,0.11970806121826172,0.0028619766235351562,5,5
200400.0,20.0,59.66,216326.37,847.63,15926.37,20.54,2292.0,2292.0,0.017673254013061523,2.289273977279663,0.09195566177368164,0.14319539070129395,0.002771615982055664,6,6
206480.0,20.0,62.7,222405.97,705.03,15925.97,20.54,772.0,772.0,0.02245020866394043,3.119976282119751,0.17478060722351074,0.3302292823791504,0.003534555435180664,7,7
250600.0,20.0,84.76,266362.37,1928.63,15762.37,20.54,2664.0,2664.0,0.07349848747253418,4.025878429412842,0.20107626914978027,0.3295772075653076,0.005470991134643555,8,8
250240.0,20.0,84.58,266001.57,3287.43,15761.57,20.54,2760.0,2760.0,0.06333732604980469,2.2968790531158447,0.103546142578125,0.3461885452270508,0.0024297237396240234,9,9
280000.0,20.0,99.46,295927.97,1676.03,15927.97,20.54,1756.0,1756.0,0.041473388671875,13.341106414794922,0.13534784317016602,0.3607485294342041,0.0024688243865966797,10,10
324000.0,20.0,121.46,339760.37,5919.63,15760.37,20.54,4747.0,4747.0,0.04819917678833008,2.1304244995117188,0.17491555213928223,0.8315126895904541,0.004102468490600586,11,11
322240.0,20.0,120.58,338163.97,1198.03,15923.97,20.54,1321.0,1321.0,0.12174820899963379,3.113140344619751,0.10312342643737793,0.6251919269561768,0.002631664276123047,12,12
328280.0,20.0,123.6,344041.17,2201.83,15761.17,20.54,3232.0,3232.0,0.07393503189086914,2.1069436073303223,0.11075806617736816,1.1210057735443115,0.0023775100708007812,13,13
260320.0,20.0,89.62,276245.97,1666.03,15925.97,20.54,1307.0,1307.0,0.08386683464050293,3.484351634979248,0.1591041088104248,2.179414987564087,0.0025670528411865234,14,14
354120.0,20.0,136.52,369884.37,4450.63,15764.37,20.54,3700.0,3700.0,0.10730838775634766,2.1241977214813232,0.09227299690246582,1.9340357780456543,0.0026814937591552734,15,15
264200.0,20.0,91.56,280126.37,1231.63,15926.37,20.54,1577.0,1577.0,0.13554000854492188,2.0974223613739014,0.1020348072052002,1.7736842632293701,0.003849506378173828,16,16
460440.0,20.0,189.68,476199.97,2804.03,15759.97,20.54,6212.0,2010.0,0.345905065536499,3.046748399734497,0.12456774711608887,1.5946311950683594,0.0027942657470703125,17,17
359560.0,20.0,139.24,375486.77,2198.23,15926.77,20.54,2216.0,559.0,0.17660832405090332,2.071790933609009,0.09842443466186523,4.167842626571655,0.004347801208496094,18,18
396320.0,20.0,157.62,412083.57,5009.43,15763.57,20.54,5989.0,2311.0,0.36716699600219727,2.2917773723602295,0.10973930358886719,5.639219284057617,0.002849578857421875,19,19
253760.0,20.0,86.34,269688.37,2066.63,15928.37,20.54,2189.0,797.0,0.20773077011108398,3.4237380027770996,0.16372346878051758,6.439142942428589,0.002836465835571289,20,20
386320.0,20.0,152.62,402244.37,1489.63,15924.37,20.54,3636.0,1254.0,0.24680018424987793,2.2425267696380615,0.11417889595031738,6.454664945602417,0.002942323684692383,21,21
303320.0,20.0,111.12,319246.77,1529.23,15926.77,20.54,2209.0,889.0,0.28375673294067383,7.012693881988525,0.10105776786804199,12.503944635391235,0.003130674362182617,22,22
365280.0,20.0,142.1,381207.17,2580.83,15927.17,20.54,2536.0,1289.0,0.3351442813873291,2.207447052001953,0.11934185028076172,6.970407724380493,0.0046613216400146484,23,23
357360.0,20.0,138.14,373292.37,1288.63,15932.37,20.54,2907.0,223.0,0.3645353317260742,2.1981756687164307,0.14504098892211914,4.645496606826782,0.005234479904174805,24,24
438040.0,20.0,178.48,453803.97,5009.03,15763.97,20.54,3799.0,1058.0,0.7571766376495361,2.1074345111846924,0.10166096687316895,9.748183727264404,0.00529026985168457,25,25
395040.0,20.0,156.98,410967.97,2572.03,15927.97,20.54,3468.0,594.0,0.8576183319091797,2.191492795944214,0.09776186943054199,14.198003768920898,0.003487825393676758,26,26
444520.0,20.0,181.72,460286.77,7270.23,15766.77,20.54,12583.0,3142.0,0.5417225360870361,2.089902400970459,0.10499978065490723,23.174831867218018,0.005978107452392578,27,27
403640.0,20.0,161.28,419567.97,2587.03,15927.97,20.54,6735.0,3467.0,1.1055479049682617,3.6512563228607178,0.09430122375488281,27.84682035446167,0.0060274600982666016,28,28
456520.0,20.0,187.72,472285.17,5846.83,15765.17,20.54,9050.0,1112.0,0.7015466690063477,2.2722764015197754,0.10914921760559082,13.503108263015747,0.0039010047912597656,29,29
368000.0,20.0,143.46,383926.77,1413.23,15926.77,20.54,9067.0,2059.0,0.7577779293060303,2.087733268737793,0.1046299934387207,15.50993537902832,0.0039293766021728516,30,30
385720.0,20.0,152.32,401650.37,3910.63,15930.37,20.54,9997.0,3377.0,0.5426855087280273,2.269385814666748,0.0785830020904541,7.71230149269104,0.0029134750366210938,31,31
401520.0,20.0,160.22,417451.57,1791.43,15931.57,20.54,12283.0,2473.0,0.9369215965270996,2.2250380516052246,0.09998083114624023,29.25287890434265,0.004122018814086914,32,32
409960.0,20.0,164.44,425888.37,1785.63,15928.37,20.54,13748.0,3628.0,0.6824123859405518,1.6567590236663818,0.07103800773620605,12.034987926483154,0.00395655632019043,33,33
516280.0,20.0,217.6,532047.97,8223.03,15767.97,20.54,9790.0,1583.0,1.4399263858795166,2.2878811359405518,0.0704338550567627,30.033097505569458,0.0033338069915771484,34,34
415200.0,20.0,167.06,431133.17,2026.83,15933.17,20.54,12641.0,2156.0,1.3138973712921143,14.366178750991821,0.27114367485046387,52.123491287231445,0.0048329830169677734,35,35
533560.0,20.0,226.24,549320.77,7724.23,15760.77,20.54,21495.0,1167.0,1.5063002109527588,3.906222343444824,0.28493332862854004,64.98523879051208,0.00905156135559082,36,36
411880.0,20.0,165.4,427805.97,3262.03,15925.97,20.54,8536.0,2207.0,0.975705623626709,1.600935697555542,0.09686994552612305,51.788865089416504,0.0032050609588623047,37,37
527400.0,20.0,223.16,543173.17,9687.83,15773.17,20.54,18487.0,1627.0,2.1567294597625732,2.689105749130249,0.12700939178466797,29.89284586906433,0.006898403167724609,38,38
518320.0,20.0,218.62,534086.37,9970.63,15766.37,20.54,16826.0,1582.0,1.168588638305664,3.1830902099609375,0.11571550369262695,63.84595322608948,0.003741741180419922,39,39
530240.0,20.0,224.58,546011.97,8459.03,15771.97,20.54,16199.0,1708.0,1.9386897087097168,2.5942726135253906,0.19441914558410645,39.89385390281677,0.004875659942626953,40,40
424720.0,20.0,171.82,440651.17,2563.83,15931.17,20.54,13455.0,2525.0,2.020686626434326,2.3208746910095215,0.1231849193572998,62.10739231109619,0.004342555999755859,41,41
545480.0,20.0,232.2,561253.17,11008.83,15773.17,20.54,24564.0,3348.0,3.8838753700256348,3.4072604179382324,0.2163395881652832,55.14063882827759,0.005783557891845703,42,42
426080.0,20.0,172.5,442005.57,2601.43,15925.57,20.54,21823.0,3640.0,4.4391725063323975,3.468876600265503,0.22350716590881348,70.51710057258606,0.010915517807006836,43,43
539400.0,20.0,229.16,555169.17,9136.83,15769.17,20.54,16328.0,1776.0,3.378981113433838,3.5562801361083984,0.23094415664672852,72.35702061653137,0.005581855773925781,44,44
