qpu_sampling_time,qpu_anneal_time_per_sample,qpu_readout_time_per_sample,qpu_access_time,qpu_access_overhead_time,qpu_programming_time,qpu_delay_time_per_sample,post_processing_overhead_time,total_post_processing_time,problem_formulation_time,connection_time,embedding_time,response_time,sample_fetch_time,Height,Width
178720.0,20.0,48.82,194481.17,540.83,15761.17,20.54,225.0,225.0,0.05430173873901367,3.0443668365478516,0.10014462471008301,0.0618901252746582,0.013499736785888672,2,2
197560.0,20.0,58.24,213321.17,581.83,15761.17,20.54,2013.0,2013.0,0.0069811344146728516,2.2266571521759033,0.11208462715148926,0.07087016105651855,0.001979827880859375,3,3
194080.0,20.0,56.5,210002.37,1060.63,15922.37,20.54,1857.0,1857.0,0.009296655654907227,2.659330368041992,0.18997454643249512,0.12281489372253418,0.002780437469482422,4,4
173400.0,20.0,46.16,189322.77,1226.23,15922.77,20.54,1992.0,1992.0,0.01944899559020996,3.4308438301086426,0.09372329711914062,0.11603784561157227,0.0020246505737304688,5,5
244520.0,20.0,81.72,260281.17,2562.83,15761.17,20.54,885.0,885.0,0.015236616134643555,2.3420965671539307,0.10144782066345215,0.13085222244262695,0.002093791961669922,6,6
189880.0,20.0,54.4,205641.17,2144.83,15761.17,20.54,2694.0,2694.0,0.020015954971313477,2.094459295272827,0.09718108177185059,0.1852550506591797,0.0022323131561279297,7,7
267920.0,20.0,93.42,283842.37,1587.63,15922.37,20.54,2520.0,2520.0,0.033789634704589844,4.148182153701782,0.16598820686340332,0.4012908935546875,0.0031621456146240234,8,8
211040.0,20.0,64.98,226962.37,698.63,15922.37,20.54,2413.0,2413.0,0.03685402870178223,2.1591079235076904,0.12162160873413086,0.34848546981811523,0.0021898746490478516,9,9
263960.0,20.0,91.44,279721.97,3714.03,15761.97,20.54,2963.0,2963.0,0.0408930778503418,2.1024177074432373,0.09865617752075195,1.0594816207885742,0.0022635459899902344,10,10
267360.0,20.0,93.14,283121.97,1664.03,15761.97,20.54,3025.0,3025.0,0.04849696159362793,3.4629108905792236,0.15880441665649414,1.3102498054504395,0.003497600555419922,11,11
305880.0,20.0,112.4,321802.37,1372.63,15922.37,20.54,1170.0,1170.0,0.10323166847229004,2.1605517864227295,0.10433578491210938,0.6381585597991943,0.002398967742919922,12,12
272520.0,20.0,95.72,288281.17,4575.83,15761.17,20.54,1680.0,1680.0,0.1215369701385498,2.8809587955474854,0.10722017288208008,0.6861164569854736,0.003331899642944336,13,13
255960.0,20.0,87.44,271719.17,2925.83,15759.17,20.54,2499.0,2499.0,0.23665785789489746,3.274965763092041,0.16008782386779785,1.3765804767608643,0.0023975372314453125,14,14
