problem_formulation_time,connection_time,embedding_time,response_time,sample_fetch_time,qpu_access_time,n,annealer_tte,gurobi_tte
0.0453009605407714,7.683815956115723,0.2812244892120361,0.146766185760498,0.0051934719085693,0.23671997,4,9.6336,0.0
0.0073647499084472,2.3117988109588623,0.1201472282409668,0.0670170783996582,0.0020573139190673,0.21796197,9,5.0596,0.0156
0.010319709777832,2.590663194656372,0.186241865158081,0.1392734050750732,0.0027353763580322,0.20852197,16,4.2868,0.0156
0.0212855339050292,3.5922977924346924,0.1808249950408935,0.133681058883667,0.0021257400512695,0.17988197,25,5.0312,0.0469
0.0203077793121337,2.144899606704712,0.12253999710083,0.1343421936035156,0.00221848487854,0.20464077,36,3.5042,0.0652
0.023371934890747,2.5204498767852783,0.1183335781097412,0.2075133323669433,0.00213623046875,0.32263837,49,4.3006,0.125
0.0268738269805908,3.474212169647217,0.2192811965942382,0.3322024345397949,0.0023283958435058,0.32971917,64,7.6151,0.1879
0.0375354290008544,2.385395765304565,0.1190764904022216,0.3382234573364258,0.0023646354675292,0.23736157,81,4.5019,0.2974
0.0407657623291015,2.1862616539001465,0.1152710914611816,0.3920841217041015,0.0023615360260009,0.23044357000000001,100,4.4105,0.4391
0.0974259376525878,4.343574047088623,0.1799004077911377,0.6943118572235107,0.0028684139251708,0.26199957,121,7.0968,0.6431
0.0679736137390136,2.197714328765869,0.1345705986022949,0.7940187454223633,0.0024170875549316,0.36847957000000003,144,4.8881,0.9256
0.0682039260864257,2.239135503768921,0.1130051612854003,1.766463041305542,0.0037176609039306,0.27056157000000003,169,6.2618,1.1593
0.2540364265441894,4.625558853149414,0.1159806251525878,1.4625718593597412,0.0025744438171386,0.27608117,196,8.1715,1.5839
0.1623752117156982,2.18261981010437,0.1472284793853759,1.191462755203247,0.0029177665710449,0.38007916999999997,225,5.3748,2.0856
0.1294083595275879,3.5246708393096924,0.2108418941497802,2.934077024459839,0.0026366710662841,0.41304157,256,8.5979,2.6181
0.1717150211334228,3.337399959564209,0.1350760459899902,2.43616247177124,0.004155158996582,0.32988196999999997,289,9.7352,3.7326
0.294111967086792,3.537752151489258,0.2246577739715576,2.0262105464935303,0.0029010772705078,0.44952397,324,8.344,4.3117
0.5473957061767578,2.2747161388397217,0.1167118549346923,4.391265630722046,0.0045623779296875,0.34560316999999996,361,10.8302,5.2523
0.3885672092437744,2.4779813289642334,0.1083464622497558,15.965160369873049,0.0028614997863769,0.24368077,400,20.8377,9.0335
0.2381696701049804,3.5677478313446045,0.1178717613220214,5.970216989517212,0.0047471523284912,0.49132277,441,12.4334,9.7814
0.5286500453948975,2.1815106868743896,0.1028392314910888,6.753046274185181,0.0060789585113525,0.40436196999999996,484,13.6615,10.4497
0.6199262142181396,3.083871841430664,0.0981819629669189,5.914909601211548,0.0030913352966308,0.45063957,529,11.7003,12.2288
0.3666944503784179,2.904468297958374,0.1743500232696533,7.272419214248657,0.0032293796539306,0.38048237,576,14.0702,14.4123
0.2843649387359619,2.676309585571289,0.0843381881713867,4.502869606018066,0.0024971961975097,0.45476157,625,9.8136,16.0178
0.4648671150207519,5.704835891723633,0.1882669925689697,12.213210582733154,0.0056734085083007,0.33332717,676,21.3925,20.5709
0.9392702579498292,2.5123965740203857,0.1235487461090087,22.631144762039185,0.0036273002624511,0.33940117,729,28.4829,21.6987
0.573249340057373,3.4156417846679688,0.1550664901733398,15.834877490997314,0.0035200119018554,0.42020357,784,24.3617,24.8865
0.6468865871429443,2.104262113571167,0.1279728412628173,9.885393619537354,0.0036447048187255,0.53552237,841,15.5335,28.0808
0.7239100933074951,2.2124125957489014,0.1267054080963134,8.69329309463501,0.0036592483520507,0.39816757,900,15.5956,32.9074
0.8268039226531982,4.445190668106079,0.1295313835144043,30.596295595169067,0.0040068626403808,0.48920757,961,38.5913,36.4597
0.894385814666748,2.0755531787872314,0.1297180652618408,49.09100770950317,0.0070376396179199,0.39260277000000005,1024,57.4374,41.2059
1.9887254238128664,2.819796085357666,0.116567850112915,24.49085521697998,0.0072317123413085,0.55440237,1089,32.6723,49.3278
2.1485536098480225,2.949549436569214,0.1116166114807128,22.470022678375244,0.0073330402374267,0.42496557,1156,32.3484,57.5788
2.447183609008789,3.1424636840820312,0.1137835979461669,26.79032015800476,0.0077600479125976,0.54617077,1225,36.2635,112.5613
1.9527559280395508,2.2077887058258057,0.0984125137329101,74.004319190979,0.0048551559448242,0.43132357,1296,82.6626,87.4947
0.9880361557006836,1.7038660049438477,0.0929548740386962,12.453875303268433,0.0032343864440917,0.55448677,1369,17.8781,85.7217
1.07649564743042,1.828603744506836,0.1085858345031738,26.46283483505249,0.0052862167358398,0.43452837,1444,34.3684,105.56
1.7849845886230469,2.094237804412842,0.1295015811920166,49.697943687438965,0.0088872909545898,0.55112877,1521,57.0105,95.6169
2.204425811767578,2.9465560913085938,0.0890631675720214,86.51310682296753,0.0035278797149658,0.55804397,1600,94.5618,105.5092
2.1334187984466557,3.1977028846740723,0.1891992092132568,46.26358938217163,0.0144941806793212,0.5552487700000001,1681,55.683,111.9011
4.145998477935791,2.1148483753204346,0.1027994155883789,54.42286396026611,0.0096607208251953,0.43676437,1764,66.0838,123.7252
1.6196753978729248,1.6482741832733154,0.0733144283294677,20.46735644340515,0.0037868022918701,0.43236637,1849,28.3184,179.9622
2.6169865131378174,2.254783391952514,0.1030550003051757,80.7465488910675,0.0057377815246582,0.44176557,1936,90.9209,172.4847
