0,1,2,3,chain_break_fraction,energy,num_occurrences
1,1,1,1,0.0,-0.0003431825283941592,750
0,0,0,0,0.0,0.0,1246
1,1,1,0,0.0,0.6173759499366653,1
1,1,0,0,0.0,0.9225558102383844,1
1,0,1,0,0.0,1.0148201396982808,1
1,0,0,0,0.0,1.32,1
