0,1,2,3,4,5,6,7,8,chain_break_fraction,energy,num_occurrences
1,1,1,1,0,0,0,1,0,0.0,-2.5580791977100907,528
0,0,0,0,1,1,1,0,1,0.0,-2.5533976952621633,728
1,0,1,1,0,0,0,1,0,0.0,-2.4426967530388,203
0,1,0,0,1,1,1,0,1,0.0,-2.438458732126964,119
0,1,1,0,1,0,1,1,0,0.0,-2.3368319136920173,84
1,0,0,1,0,1,0,0,1,0.0,-2.3338167735875937,172
1,0,0,1,0,1,1,0,1,0.0,-2.2110352422600457,49
0,1,1,0,1,0,0,1,0,0.0,-2.206870067324206,17
1,0,0,1,0,0,0,1,0,0.0,-2.1726967530388,7
0,1,1,0,1,1,1,0,1,0.0,-2.170350125374663,7
1,1,1,1,0,0,0,0,1,0.0,-2.138079197710091,21
0,0,0,0,1,1,1,1,0,0.0,-2.1327798112058853,19
1,0,1,1,0,0,0,0,1,0.0,-2.0226967530388,8
0,1,0,0,1,1,1,1,0,0.0,-2.0178408480706866,6
1,1,1,1,0,0,1,0,1,0.0,-2.0152976663825424,8
0,0,0,0,1,1,0,1,0,0.0,-2.002817964838074,8
1,0,1,1,0,0,1,0,1,0.0,-1.8999152217112523,3
1,1,1,1,1,0,0,1,0,0.0,-1.8917683444920625,2
0,1,0,0,1,1,0,1,0,0.0,-1.8878790017028755,1
0,0,0,0,0,1,1,0,1,0.0,-1.8811200205487937,2
1,0,0,1,0,1,0,1,0,0.0,-1.8226967530388,2
1,1,0,0,1,1,1,0,1,0.0,-1.8225724364635554,1
0,0,0,0,1,1,1,1,1,0.0,-1.8144897503863295,3
1,0,0,1,0,0,0,0,1,0.0,-1.7526967530388,1
1,1,1,1,0,0,1,1,0,0.0,-1.5852595127503535,1
