0,1,2,3,chain_break_fraction,energy,num_occurrences
1,1,1,1,0.0,-0.003140234574892098,709
0,0,0,0,0.0,0.0,1260
0,1,0,1,0.0,0.3573032469612001,10
1,0,1,0,0.0,0.35873125966530006,9
1,0,0,0,0.0,0.42,8
0,1,1,1,0.0,0.42224221009639873,2
1,0,1,1,0.0,0.7236702228004988,1
0,0,0,1,0.0,0.98,1
