0,1,2,3,chain_break_fraction,energy,num_occurrences
1,1,0,0,0.0,-0.7886807024704746,868
0,0,1,1,0.0,-0.7870498900924914,1118
1,0,0,0,0.0,-0.44,5
0,1,1,1,0.0,-0.4312859675771722,7
0,0,1,0,0.0,-0.12,1
0,1,1,0,0.0,-0.01999999999999999,1
